distance_delta,packet_rate_delta,energy_delta,is_capture,is_flooder_attack,is_faker_attack,attack_success
132,130,13,False,True,True,True
3398,164,4,True,False,False,True
1301,74,19,True,False,True,True
3805,133,11,False,True,True,True
1389,157,19,False,True,True,True
373,103,17,False,False,True,True
3364,22,14,True,False,False,True
4341,156,13,False,True,True,True
966,95,20,False,False,True,True
2811,198,11,False,True,False,True
2106,36,7,True,False,True,True
571,83,6,True,False,False,True
387,24,11,False,False,True,True
4613,50,6,True,True,True,True
4516,78,16,True,False,True,True
4390,141,15,True,True,True,True
187,13,11,False,False,True,True
405,18,19,False,False,True,True
4021,100,10,False,False,True,True
4932,87,18,True,True,True,True
752,155,18,False,True,True,True
4792,2,6,True,False,True,True
397,165,8,False,True,False,True
4632,156,13,True,True,True,True
2629,88,16,True,False,True,False
290,122,11,False,False,True,True
429,175,20,False,False,True,True
2850,94,13,True,False,True,False
2862,72,6,False,True,False,True
1508,6,12,True,False,False,False
4498,66,14,True,True,False,True
459,170,19,False,True,True,False
4053,97,1,True,False,False,True
3398,21,20,True,False,True,True
4948,137,8,True,True,False,True
4661,163,18,True,True,True,True
4418,137,1,True,True,False,False
3065,30,6,True,False,True,True
3821,96,0,False,True,False,True
1365,23,3,False,False,True,True
2164,15,2,True,False,False,True
671,175,18,False,True,True,True
2584,153,0,False,True,False,True
733,180,19,False,True,True,False
2286,61,19,False,False,True,True
4881,173,11,True,True,True,True
1835,24,6,True,False,False,True
3078,18,9,True,False,False,True
1989,9,19,False,False,True,True
540,18,19,False,False,True,True
3148,39,13,False,False,True,True
3215,145,6,True,True,True,True
3938,111,3,True,False,False,True
2821,57,3,False,False,False,False
4159,183,9,True,True,False,True
1041,166,0,False,True,False,False
1278,121,14,True,True,True,True
1163,71,5,False,False,False,False
37,92,11,False,True,True,True
58,59,8,False,False,False,False
2838,110,12,True,False,False,True
1981,107,17,True,True,True,True
4147,137,4,True,True,False,True
3128,102,0,True,False,False,True
485,52,17,False,False,True,False
2328,117,1,False,False,False,False
2541,114,0,False,True,False,True
4947,168,10,True,True,True,True
1548,167,1,True,True,False,False
3646,161,4,False,True,False,True
1913,126,13,False,True,True,True
4455,134,9,True,True,True,True
156,0,6,False,False,True,True
3676,116,12,True,True,True,True
4744,66,0,False,False,False,False
4897,43,18,True,False,True,True
1757,63,15,True,False,False,True
2862,6,12,True,False,False,False
1457,27,13,True,False,False,True
1004,6,5,False,False,False,False
1933,119,11,False,True,True,True
3159,117,2,True,True,False,True
1494,91,20,True,False,True,True
3243,115,17,False,True,False,True
783,181,14,False,True,True,True
453,157,14,False,True,True,True
1437,134,12,False,True,False,True
3662,48,12,True,False,True,False
4771,90,13,True,False,True,True
109,84,15,False,True,True,True
4921,57,16,True,True,True,True
3463,91,10,True,True,False,True
4269,120,4,True,False,False,False
1951,123,3,False,False,False,False
630,177,6,False,True,True,True
3674,143,7,True,False,False,False
1008,127,12,False,False,False,False
914,167,18,True,True,False,False
1738,73,15,False,False,True,True
2442,51,13,False,False,False,False
1809,129,2,True,True,False,True
3730,127,17,True,True,True,True
1009,83,12,False,True,True,False
4481,23,0,True,False,False,False
3943,111,0,True,True,False,True
32,124,19,False,True,True,True
4318,56,16,False,False,True,False
4436,177,14,True,True,True,True
3437,23,19,True,False,True,True
2084,105,0,False,True,False,False
4975,141,8,True,False,False,True
3670,168,16,True,True,False,True
522,90,1,False,True,False,True
2748,113,0,False,False,False,False
1655,123,14,False,False,False,False
584,169,2,False,True,False,True
2974,42,18,False,True,True,False
1332,44,15,False,True,True,True
2963,108,14,True,False,True,True
976,184,9,False,True,False,True
4454,86,5,True,True,False,False
2645,100,5,False,True,False,True
805,152,6,False,True,False,True
4968,138,14,True,True,True,True
3069,131,7,True,True,False,True
3709,130,1,True,True,False,True
4845,3,5,True,False,False,True
3870,146,8,True,False,False,True
1538,153,14,False,False,True,True
2287,159,19,False,True,True,False
2872,188,1,False,False,False,False
348,66,17,False,False,True,True
2014,184,16,False,True,False,True
1473,38,6,False,False,True,True
1073,26,7,True,False,False,True
1020,8,10,False,False,False,False
4397,193,19,True,True,True,True
1977,186,17,True,True,True,True
84,112,3,False,True,False,True
2321,68,1,False,False,False,False
4471,92,9,True,True,True,True
3423,34,1,True,False,False,True
4861,22,15,False,False,True,True
1495,66,9,True,True,False,True
1942,78,4,False,True,False,True
2146,71,17,False,True,True,True
4202,45,8,True,False,False,True
3672,200,4,True,True,False,True
968,54,20,False,True,True,True
2606,188,3,True,True,False,True
1213,65,2,False,False,False,False
4266,178,5,True,True,False,True
4899,78,1,True,True,False,True
4532,180,8,False,True,True,True
2434,17,13,False,False,True,True
2920,6,2,False,False,False,False
434,93,18,False,False,True,True
3312,119,18,False,False,True,False
1454,11,4,True,False,True,True
82,75,10,False,False,False,False
1969,74,1,False,True,False,True
1890,107,20,False,False,True,True
2612,164,15,False,True,True,True
221,59,10,False,False,True,True
1316,109,15,False,True,False,True
2204,93,11,True,True,False,True
4823,36,9,True,False,False,False
1017,190,10,False,True,True,True
2753,104,9,True,True,False,True
1943,142,18,False,True,True,True
708,73,13,False,False,False,False
2928,95,7,True,True,False,True
1283,9,0,True,False,False,True
4341,110,13,True,False,True,False
4357,193,14,False,True,True,True
98,37,5,False,False,False,False
4079,110,13,True,True,False,True
1641,121,19,False,True,True,True
4701,100,15,True,True,True,True
3580,92,3,True,False,False,False
4983,5,11,True,False,True,True
1878,42,1,True,False,False,True
2691,164,13,True,True,True,True
3925,97,20,True,True,True,True
345,164,20,False,True,True,False
4394,55,7,True,False,False,True
3799,148,10,True,True,False,True
2997,13,4,True,False,False,True
4246,48,11,False,False,False,False
1228,78,6,False,False,False,False
765,36,9,False,False,True,True
4628,45,15,True,False,False,True
3601,4,19,False,False,True,True
2622,6,2,False,False,False,False
505,86,18,False,False,True,False
4901,39,7,True,False,False,True
3076,72,2,False,False,False,False
3335,134,15,False,False,True,True
3245,21,13,True,False,False,False
1577,146,3,False,True,False,False
677,157,4,False,True,False,True
2950,153,14,True,True,True,True
1716,117,12,True,False,True,True
349,39,6,False,False,False,False
329,165,20,False,True,True,True
881,86,7,False,False,False,False
3236,103,15,False,False,True,True
4802,129,7,True,True,False,False
1484,73,16,True,True,True,True
2834,159,18,True,True,True,True
3117,162,19,True,True,True,True
2477,155,11,False,True,True,False
4738,1,7,True,False,True,True
1488,153,17,False,True,True,True
364,168,17,False,True,True,True
4487,148,6,True,True,True,True
2871,197,16,True,True,True,True
2296,46,20,True,False,True,False
923,145,19,False,True,True,True
366,175,17,False,True,True,True
4612,157,17,True,True,True,True
4680,126,16,False,True,True,True
3420,160,19,True,False,True,True
1892,110,0,True,True,False,True
1512,188,6,True,True,False,True
596,17,19,False,False,True,True
3753,74,18,True,False,True,True
75,147,9,False,True,False,True
1476,146,8,False,True,False,True
3891,57,15,True,False,True,True
556,131,17,False,False,False,False
4363,89,13,True,False,True,True
808,143,14,False,True,True,True
2573,159,6,False,True,True,True
2144,126,12,False,True,False,True
3133,73,19,False,False,True,True
3677,175,5,True,True,False,True
885,27,18,False,False,True,True
4480,176,0,True,True,False,False
4031,137,14,True,False,False,False
2197,31,8,False,False,False,False
4104,185,16,True,True,False,True
463,10,14,False,False,True,True
3561,81,7,True,True,False,True
583,130,19,False,True,True,True
2463,20,2,True,False,False,False
1135,130,18,False,True,True,True
1217,166,4,False,False,False,False
2956,179,1,False,True,False,True
1298,86,13,False,True,False,True
99,46,17,False,False,True,True
4892,160,2,False,False,False,False
3602,5,1,True,False,False,False
171,46,9,False,False,True,True
3151,183,4,True,True,False,True
914,148,1,False,True,False,True
86,131,8,False,True,True,True
1416,148,10,False,True,True,False
1768,147,11,False,True,True,True
962,96,9,True,False,True,True
4893,19,14,True,False,True,True
264,81,8,False,True,True,True
1254,62,10,True,False,False,True
664,83,18,False,True,True,True
4967,121,3,True,True,False,True
3038,169,17,True,False,True,True
2137,41,14,True,False,False,True
412,180,17,False,True,True,True
2550,159,7,False,True,False,True
2849,192,4,False,True,False,True
4303,135,13,True,True,False,True
1924,45,16,False,False,False,False
3849,191,17,True,True,True,True
4352,190,10,True,True,False,True
4291,104,14,True,False,True,False
1721,176,6,False,True,False,True
2835,45,18,False,False,True,True
1928,191,13,True,True,True,True
3737,122,12,True,True,True,True
3121,124,10,True,True,True,True
343,40,6,False,False,False,False
4928,52,16,True,False,True,True
2052,33,13,False,True,False,True
2303,26,9,True,False,False,True
1621,52,20,True,False,True,True
2069,147,16,True,True,True,True
858,149,12,True,True,False,True
1166,10,10,False,False,True,True
1987,194,7,True,False,False,True
174,131,14,False,True,True,True
4602,32,3,True,False,False,True
2956,193,10,True,True,True,True
3286,112,8,True,True,True,True
3949,63,6,True,False,False,True
3514,92,6,True,False,False,True
2261,101,12,False,True,True,False
4945,137,8,True,False,True,True
4372,174,18,False,True,True,True
3976,75,13,True,False,True,True
1709,42,6,True,False,False,True
4665,6,8,True,False,True,False
3219,119,17,True,True,True,True
3981,42,5,True,False,True,True
734,57,17,False,False,True,True
353,43,17,False,False,False,False
2108,7,0,False,False,False,False
1785,141,11,True,True,False,True
3281,135,18,False,False,True,False
441,150,3,False,False,False,False
3028,133,3,False,True,False,True
1961,64,1,True,False,False,True
4171,115,3,True,True,False,True
486,194,2,False,True,False,True
260,94,17,False,False,True,True
3280,3,4,True,False,False,True
252,68,10,False,False,True,True
1702,189,13,False,True,True,True
3033,23,3,False,False,False,False
4786,198,2,True,True,False,False
1748,166,19,False,True,True,True
4023,167,17,True,True,True,True
1268,107,15,False,True,True,True
3626,5,3,True,False,False,False
466,189,17,False,True,True,True
1143,145,4,False,True,True,True
1070,10,2,False,True,False,True
26,147,0,False,True,False,False
991,167,3,False,False,False,False
3305,173,2,False,True,False,True
3536,113,19,False,False,True,True
3968,96,7,True,True,True,True
3622,20,9,True,False,False,True
657,156,1,False,True,False,True
2401,106,11,False,False,False,False
4647,106,20,True,False,True,True
259,87,10,False,False,True,True
2649,24,8,False,False,False,False
2119,70,12,False,True,True,True
1623,136,0,False,True,False,True
809,70,12,False,True,True,False
3760,89,13,True,True,True,True
387,80,12,False,False,True,True
3281,176,18,True,True,False,True
2702,162,12,True,False,True,True
4357,75,12,True,False,True,True
1138,97,7,False,True,True,True
1134,173,8,False,True,False,False
1773,55,13,False,False,True,True
3138,188,14,True,True,True,True
3052,178,14,False,True,True,False
3667,77,11,True,False,False,True
4758,93,19,True,True,True,True
1399,107,2,False,True,False,True
2357,165,3,True,True,False,True
529,112,20,False,False,True,True
1496,193,8,True,True,True,True
2814,71,15,True,True,True,True
888,135,12,False,True,True,True
1561,182,13,False,True,False,False
758,68,20,False,True,True,True
1279,19,9,True,False,False,True
1546,65,10,False,False,True,False
3807,196,1,True,True,False,True
4641,89,4,True,False,False,True
2713,140,4,True,True,False,True
1208,27,7,False,False,False,False
4534,130,12,True,True,False,False
3733,179,16,True,True,True,True
836,80,2,False,False,False,False
2789,161,8,False,True,True,True
2124,26,9,False,False,False,False
2525,56,3,True,True,False,True
1341,189,12,True,True,False,True
4959,3,0,True,False,False,True
2221,177,14,True,True,False,True
3487,115,11,False,False,False,False
3402,12,13,False,False,False,False
2761,28,13,True,False,True,True
3060,164,13,True,True,False,True
4710,24,17,True,False,False,True
1071,98,7,False,True,False,True
476,149,17,False,False,True,True
1474,11,14,False,False,True,True
1353,5,13,False,False,True,False
2083,171,9,False,True,False,True
827,98,17,False,False,True,False
2537,105,18,True,False,True,True
3127,51,3,True,False,False,True
3285,6,17,True,False,True,False
4795,63,6,True,False,False,False
169,175,9,False,True,False,True
2165,85,19,True,True,True,True
3457,75,7,True,False,False,True
955,121,14,False,False,True,False
3028,116,20,True,True,True,True
2143,199,20,False,True,True,True
208,173,4,False,True,False,True
1481,169,16,True,True,True,True
3751,153,4,True,False,False,True
3055,36,5,False,False,False,False
236,164,13,False,True,True,False
3534,164,10,False,True,True,True
4927,24,19,True,False,True,False
1131,106,18,False,True,True,True
2749,138,12,True,False,True,True
1928,133,10,True,False,True,True
2908,79,1,False,False,False,False
960,4,2,False,False,False,False
86,13,0,False,False,False,False
2797,191,3,True,True,False,True
3967,167,7,True,True,False,True
466,113,16,False,True,True,True
2758,186,0,True,True,False,True
1564,174,17,True,True,True,True
2038,181,4,True,True,False,True
4085,166,15,True,True,True,True
1100,74,13,True,False,True,True
2169,131,19,True,True,True,True
4101,192,3,True,True,False,True
4004,121,19,True,True,True,True
2724,108,19,False,True,False,True
1177,119,5,False,True,False,True
4461,145,9,True,True,False,True
4638,7,0,True,False,False,True
4117,96,17,False,True,False,True
2228,54,0,True,True,False,True
43,12,8,False,False,False,False
1581,194,19,True,True,True,True
816,24,2,False,False,False,False
1473,183,3,False,True,False,True
2410,148,14,True,False,False,True
3228,109,16,True,False,True,False
853,25,7,False,False,False,False
3010,69,2,True,True,False,False
1951,15,0,True,False,False,False
498,58,1,False,False,False,False
148,10,3,False,False,False,False
3188,193,14,True,True,False,True
2287,69,15,False,False,True,True
1619,13,5,True,False,False,True
4023,111,10,True,True,True,True
2481,60,7,False,False,False,False
4519,41,3,True,False,False,False
2539,110,8,True,False,True,True
4377,77,6,False,True,False,True
3024,26,18,True,False,True,False
2214,143,16,False,False,True,False
2772,119,18,False,True,False,True
3082,144,7,True,True,False,True
703,145,13,False,False,True,True
3742,134,12,True,False,True,True
3309,192,0,True,True,False,True
4548,190,6,True,True,False,False
4882,75,6,True,False,False,True
3836,74,17,True,True,True,True
2107,187,12,False,True,True,True
2328,183,14,True,True,True,True
954,96,10,True,False,True,False
1878,102,11,True,True,True,True
2799,188,18,False,True,True,True
3072,198,2,True,True,False,True
4538,190,13,True,False,True,True
1617,42,4,True,False,True,True
3159,86,5,True,True,False,True
3921,186,6,False,True,True,True
3064,40,19,True,False,True,False
1498,99,11,True,True,False,True
1052,72,10,False,False,False,False
3840,17,10,False,False,False,False
3084,127,2,False,True,False,False
3401,53,19,False,True,True,False
1550,5,19,False,False,True,True
3740,110,20,True,True,True,True
286,79,13,False,False,True,True
1491,177,19,False,True,True,False
3568,90,7,True,True,False,True
4706,5,1,False,False,False,False
2313,93,0,True,False,False,True
2114,131,4,True,True,False,True
4032,33,5,True,False,True,True
1738,80,4,False,True,False,False
2446,152,10,True,True,True,True
3662,67,15,True,True,True,True
2669,6,10,True,False,False,True
4348,161,14,True,True,True,True
2754,186,16,True,True,True,True
348,38,16,False,False,True,True
1123,10,13,False,False,True,False
4882,134,8,True,True,False,True
3136,170,4,True,True,False,True
973,91,6,False,False,False,False
1478,24,12,False,False,False,False
3505,60,15,True,False,True,False
3327,56,4,True,False,False,False
300,73,12,False,True,True,True
1519,161,15,True,True,True,True
529,173,1,False,True,False,False
2497,131,7,True,False,False,False
876,45,9,False,False,True,True
923,134,7,False,True,False,True
611,61,18,False,True,True,True
3853,8,14,True,False,True,True
4515,113,0,True,False,False,True
4718,38,14,True,False,True,True
602,93,4,False,False,False,False
4093,148,16,False,True,True,True
278,95,9,False,False,True,True
581,123,17,False,True,True,True
3014,174,19,True,True,True,True
1112,85,4,False,True,False,True
3154,32,4,True,True,False,True
4607,173,6,True,True,True,True
2524,18,7,False,False,False,False
2570,67,10,False,False,True,True
3455,56,16,False,False,True,True
1691,89,11,True,True,False,True
2275,11,3,True,False,False,True
242,7,11,False,False,False,False
1012,77,5,False,True,False,True
3117,149,14,False,True,False,False
2873,137,2,True,True,False,False
2901,86,8,False,False,False,False
129,69,17,False,False,False,False
4505,59,4,True,True,False,False
842,24,1,False,False,False,False
2311,200,18,False,True,True,False
2182,114,14,False,False,True,True
3206,142,4,True,True,False,True
4921,32,5,True,False,False,True
2622,64,2,True,False,False,True
2140,56,20,True,False,True,True
550,158,1,False,True,False,True
3231,195,1,True,True,False,True
2137,62,7,False,True,False,True
3545,112,7,True,True,False,True
1922,63,14,False,False,True,True
226,121,4,False,True,False,False
2793,49,14,True,False,True,True
981,119,1,False,False,False,False
1105,67,3,False,False,False,False
386,164,6,False,True,True,True
4352,115,1,True,True,False,True
1276,182,1,False,True,False,True
574,198,18,False,True,True,True
3225,190,19,True,True,True,True
3620,50,14,True,False,True,True
823,28,3,False,False,False,False
1990,121,5,True,False,False,True
4822,173,5,True,False,False,True
2324,166,9,False,True,False,True
4620,50,10,True,False,False,True
1823,176,1,False,True,False,True
1634,33,20,True,False,True,False
2964,147,10,True,True,False,True
1405,192,4,False,True,True,True
3307,126,18,False,True,True,True
1670,148,13,False,True,True,True
1255,148,12,False,True,True,True
4642,71,10,True,False,False,True
4239,93,0,True,False,False,True
1161,106,13,False,False,True,True
2875,113,13,True,False,True,True
2857,190,5,True,True,False,True
2971,68,17,True,False,True,True
785,80,7,False,False,False,False
2010,67,9,True,False,False,True
397,22,17,False,False,True,True
153,72,6,False,False,True,True
2004,105,14,False,False,True,True
3994,50,5,True,False,False,True
2387,157,18,False,True,True,True
2729,158,12,True,True,True,True
2146,191,8,True,True,True,True
4464,196,11,True,True,True,True
1971,171,19,False,True,True,True
1261,95,0,False,True,False,False
1221,57,17,False,False,True,True
1993,98,0,False,False,False,False
1935,88,14,False,True,True,True
4540,55,7,True,False,True,True
928,27,13,False,False,True,True
1772,168,16,False,True,False,True
3824,78,7,True,False,True,True
1878,19,16,True,False,True,True
4061,105,6,True,True,True,True
1253,99,10,False,True,True,False
853,41,15,False,False,True,False
3067,106,16,True,True,True,True
1025,180,13,False,False,True,False
977,24,2,False,False,False,False
2034,119,10,True,False,True,True
3545,144,20,True,True,True,True
4360,122,3,True,True,False,True
1313,130,9,False,True,False,True
382,21,15,False,False,True,True
1385,62,16,True,False,True,True
3596,103,18,True,True,True,True
2170,200,1,True,True,False,True
3541,169,7,True,True,True,True
3332,75,18,True,False,True,True
101,35,17,False,False,True,True
3766,84,7,False,False,False,False
3574,175,20,True,True,True,True
1034,86,18,False,False,False,False
800,93,1,False,False,False,False
2830,146,9,True,False,False,True
4141,15,8,True,False,False,True
210,96,19,False,False,True,True
4995,35,0,True,True,False,False
4433,33,9,True,False,False,False
554,145,4,False,True,False,True
357,101,18,False,True,True,True
4827,86,12,True,False,True,True
3634,123,2,True,True,False,True
841,38,9,False,False,False,False
941,59,2,False,False,False,False
4010,99,19,True,True,True,True
3379,159,5,False,True,False,True
3681,141,14,True,True,True,True
3157,143,2,False,True,False,True
2203,43,5,False,False,False,False
1144,129,12,False,True,False,True
803,19,1,False,False,False,False
1105,175,14,False,True,True,True
2653,141,16,False,True,True,False
985,172,4,False,True,False,True
2897,134,5,True,True,False,True
865,194,13,False,True,False,False
251,184,11,False,False,True,False
3066,82,5,True,False,False,True
2017,154,19,False,True,True,True
4288,58,0,True,False,False,True
3894,68,19,True,True,True,True
1426,139,2,False,True,False,True
3396,76,4,False,True,False,True
1328,2,4,False,False,False,False
2308,118,3,False,True,False,True
1098,59,13,False,False,True,False
3715,173,18,True,True,True,True
2500,84,17,True,False,True,True
4549,152,12,True,True,True,True
3334,173,14,True,True,True,True
1062,68,14,False,True,True,True
1940,38,14,True,False,True,True
535,89,9,False,True,False,True
664,174,5,False,True,False,True
4853,150,17,True,True,True,True
4018,198,1,False,True,False,True
144,102,6,False,False,False,False
4936,175,12,True,True,True,True
932,23,10,False,False,False,False
3067,190,4,True,True,False,True
2805,28,2,True,False,False,True
826,33,7,False,False,False,False
259,91,6,False,False,False,False
2239,156,20,True,True,True,True
1213,182,17,False,True,True,False
4843,113,1,True,True,False,True
1196,8,13,False,False,True,True
1828,105,9,True,True,False,True
241,37,11,False,False,False,False
503,39,3,False,False,False,False
1690,33,14,False,False,False,False
4947,91,8,True,True,False,True
3067,185,8,True,True,False,True
4607,186,1,True,True,False,True
171,65,13,False,False,True,True
3921,141,11,True,False,True,True
4191,54,11,True,True,True,True
3206,156,0,True,True,False,True
651,112,18,False,True,True,True
796,13,19,False,False,True,True
79,47,2,False,False,False,False
211,57,3,False,False,False,False
731,74,8,False,False,False,False
4989,177,4,True,False,False,True
2375,29,16,True,False,True,True
1250,58,7,False,False,True,True
599,197,3,False,True,False,True
2942,165,12,True,True,True,True
4606,168,1,True,True,False,True
3603,158,2,False,True,False,True
1131,139,11,False,True,False,True
4124,5,6,True,False,False,True
4525,81,14,True,True,True,True
4348,88,11,True,True,False,True
1676,42,19,True,False,True,True
1764,105,10,True,False,False,True
1906,124,7,True,False,True,False
1949,135,20,True,True,True,True
4337,119,3,True,True,False,True
1722,98,4,True,True,False,True
385,107,19,False,True,True,True
2988,190,20,False,True,True,True
4113,165,17,True,True,True,True
776,146,18,False,True,True,True
3797,96,6,True,True,False,True
715,200,20,False,True,True,True
2827,123,1,True,False,False,True
880,3,8,False,False,False,False
3005,116,20,True,True,True,True
4854,129,6,True,False,True,True
48,101,17,False,False,True,False
4395,11,4,True,False,False,False
3086,146,19,False,True,True,True
4301,128,3,False,True,False,True
890,37,12,False,False,True,False
3523,69,3,True,False,False,False
1527,120,19,False,False,True,True
2318,124,13,False,False,True,True
1491,10,8,False,False,False,False
2233,158,2,False,True,False,False
2767,64,12,False,True,False,True
2665,112,15,True,False,True,True
3768,41,13,False,True,True,True
1758,113,4,False,True,False,True
1622,153,12,False,True,True,False
2905,30,18,True,False,True,True
1848,21,9,False,False,False,False
2550,10,4,True,False,False,True
2729,107,15,True,True,True,True
2794,144,9,True,False,False,True
1411,137,14,False,True,True,False
1869,20,4,True,False,False,True
2974,182,19,True,True,True,True
3451,131,7,True,True,True,True
1916,22,13,False,False,False,False
623,78,7,False,True,True,True
162,12,1,False,False,False,False
2115,62,8,False,False,False,False
1324,125,9,False,False,True,True
4364,107,12,True,True,True,True
751,173,3,False,True,False,True
4469,69,7,True,True,True,True
4793,150,2,True,True,False,True
847,171,2,False,True,False,True
1038,92,5,False,False,True,True
763,198,12,True,True,False,True
2094,25,7,True,False,False,False
2779,183,18,False,True,True,True
4787,29,8,True,False,False,True
2303,30,10,True,False,True,True
2148,137,15,False,True,True,False
3843,187,4,True,True,False,True
1956,159,16,True,True,True,True
2335,78,8,False,True,False,True
3554,102,12,True,True,False,True
2755,131,12,True,False,True,False
4277,83,19,True,True,True,True
1688,132,15,False,True,True,True
2101,170,20,False,True,True,True
2518,148,0,True,True,False,False
650,196,9,False,True,True,True
3058,139,20,True,True,True,True
4296,7,4,True,False,False,False
2064,37,20,True,False,True,True
3430,189,4,False,True,False,True
2484,97,1,True,False,False,True
3635,42,10,True,False,False,True
1672,41,18,False,False,True,True
3272,32,6,False,False,True,True
4058,192,0,True,False,False,True
1913,77,1,False,False,False,False
4533,26,6,False,False,True,True
1232,68,12,False,False,False,False
3042,189,3,True,True,False,True
4571,83,4,True,False,False,True
4262,191,8,True,True,True,True
2266,30,17,True,False,True,True
3196,191,13,True,False,True,True
3706,168,3,False,True,False,True
4428,64,17,True,False,False,False
1256,68,9,False,False,False,False
138,66,4,False,False,True,True
2511,47,0,False,True,False,True
4632,197,1,True,True,True,True
4985,178,17,True,True,False,True
4235,42,13,False,True,False,True
4655,58,6,True,False,False,True
1026,83,13,False,False,False,False
2677,82,4,False,False,False,False
763,197,7,False,True,False,True
1356,99,19,False,True,True,True
1694,92,0,False,True,False,True
4554,165,6,True,True,False,True
1418,161,5,False,True,True,True
3651,52,4,True,True,False,True
3077,152,9,True,True,True,True
349,144,6,False,True,False,True
1695,27,18,False,False,True,True
736,73,2,False,False,False,False
4552,43,10,True,False,True,True
1157,130,7,True,True,False,True
2969,139,3,True,True,False,True
2015,115,11,False,False,True,False
2641,130,7,True,True,False,True
1447,199,8,False,True,True,False
1723,80,8,True,False,True,True
1785,81,10,True,False,False,True
4614,152,14,True,False,True,False
2276,196,7,False,True,False,True
4612,169,14,True,True,True,True
1627,198,4,False,True,False,True
751,57,20,False,True,True,True
4466,76,19,True,False,True,True
2193,30,10,False,False,True,True
962,116,0,False,True,False,False
373,171,16,False,True,True,True
4898,132,6,False,False,False,False
3382,175,19,True,True,True,True
2337,8,6,False,False,False,False
3223,41,18,False,True,True,False
2393,8,10,False,False,True,True
953,11,19,False,False,True,True
3758,29,2,True,False,False,True
2530,142,19,False,True,True,True
474,191,6,False,True,False,True
1022,65,9,True,False,True,True
4325,27,17,True,False,False,True
2045,60,15,True,False,True,True
1658,148,9,False,False,False,False
3154,1,18,False,False,True,False
1819,91,4,False,True,False,True
323,72,0,False,False,False,False
4913,108,2,True,False,False,True
4347,130,20,True,True,True,True
436,34,20,False,False,True,True
3370,166,17,True,True,True,True
165,1,0,False,False,False,False
1196,8,20,True,False,True,True
609,96,18,False,True,True,False
1859,39,12,True,True,False,True
1624,191,9,False,True,True,True
3018,22,17,True,False,True,False
2748,178,9,True,True,True,True
4648,53,1,True,False,False,True
4404,122,4,True,False,True,False
4662,164,8,True,False,False,True
1427,183,8,False,True,True,True
78,101,19,False,False,True,True
24,44,10,False,False,False,False
1647,126,14,True,True,True,True
1313,155,12,False,True,True,True
2803,80,11,True,True,True,True
1855,121,1,False,True,False,True
2339,164,16,True,True,True,True
1807,111,1,False,True,False,True
1445,126,2,False,False,False,False
3270,3,15,False,False,True,False
99,91,14,False,False,True,False
1545,106,0,False,True,False,True
631,121,18,False,False,False,False
3667,59,13,True,False,True,True
4065,169,1,True,True,False,True
4827,18,7,True,False,False,True
1172,34,7,False,False,False,False
4508,149,9,True,False,False,True
2328,33,8,False,False,True,True
1299,61,14,False,True,True,False
993,99,20,False,True,True,False
1118,49,18,False,False,True,True
1609,107,13,False,False,False,False
2406,165,4,False,True,True,True
3126,115,0,True,False,False,False
202,52,20,False,True,True,False
3926,64,3,True,False,False,True
1739,127,4,False,False,False,False
4574,78,4,True,False,False,True
4696,131,20,True,True,True,True
366,151,11,False,True,True,True
4575,67,0,True,False,False,True
778,74,0,False,False,False,False
1768,108,2,False,False,False,False
1803,190,8,False,True,False,True
4415,144,7,True,True,False,True
4343,135,19,True,True,True,True
3731,74,3,True,False,False,True
4667,173,6,True,True,False,True
2539,115,7,False,False,False,False
2489,122,18,False,True,True,True
3895,175,18,False,False,True,True
3135,171,2,True,False,False,True
1401,138,12,False,True,False,True
498,162,0,False,False,False,False
3167,135,11,True,True,True,True
3564,10,0,False,False,False,False
2235,97,8,False,True,True,True
246,155,2,True,True,False,True
4731,141,19,True,True,True,True
79,8,18,False,False,True,True
3188,146,5,True,True,False,True
3447,179,2,True,True,False,True
3789,7,1,True,False,False,False
4793,177,18,True,True,True,True
2128,6,20,False,False,True,False
4755,99,13,True,True,True,True
1817,38,8,False,False,True,False
3856,14,15,True,False,True,True
2282,106,13,False,False,True,True
2973,158,6,False,True,True,True
144,102,2,False,True,False,True
1784,54,13,False,False,True,True
2479,161,10,False,False,False,False
4657,47,4,True,False,True,True
1300,141,20,False,True,True,True
2557,50,17,False,False,True,False
1758,166,20,False,True,True,True
483,118,1,False,False,False,False
1161,129,19,False,False,True,True
1420,164,13,False,False,False,False
4294,83,6,True,False,False,False
3614,68,4,True,False,False,True
4354,185,17,True,True,True,True
3277,173,16,False,False,True,True
2471,30,1,False,False,False,False
4601,101,8,True,True,False,True
1931,121,12,True,True,True,True
57,89,0,False,False,False,False
4265,51,9,True,False,False,True
4302,66,11,True,False,True,True
104,192,12,False,True,True,True
1154,57,11,False,False,True,True
1038,102,18,False,True,True,True
4594,178,0,True,True,False,True
3929,101,13,True,True,True,True
2947,2,1,True,False,False,True
3237,127,8,False,True,False,True
4302,170,7,True,True,True,True
1996,157,3,True,False,False,True
674,78,5,False,False,False,False
4651,120,7,True,True,True,True
3062,137,19,False,False,True,True
2920,25,10,True,False,False,True
4395,115,7,True,False,True,False
2693,173,11,False,True,True,True
3513,73,16,True,False,True,False
4691,9,3,True,False,False,True
3975,77,2,True,False,False,True
4854,84,20,True,False,True,True
3106,74,9,True,True,True,True
2089,160,13,False,True,True,True
2979,171,16,True,True,True,True
