distance_delta,packet_rate_delta,energy_delta,is_hijack,is_flooder_attack,is_faker_attack,attack_success
14,119,18,True,True,True,True
47,109,5,False,True,False,True
175,54,3,True,True,False,True
116,146,7,True,True,True,True
158,10,13,True,False,True,True
61,24,16,True,False,True,True
143,102,2,True,True,False,True
71,104,5,True,True,True,True
160,54,1,True,True,False,True
194,86,18,True,True,True,True
39,189,14,False,True,True,True
157,89,12,True,True,True,True
92,27,13,True,False,True,True
24,130,7,False,True,True,True
83,10,4,True,True,False,True
138,151,14,True,True,True,True
19,38,3,False,False,True,True
200,29,0,True,False,False,True
31,197,13,False,True,True,True
65,2,12,True,False,True,True
15,97,19,False,True,True,True
40,46,9,True,True,True,True
0,116,8,False,True,True,True
112,198,16,True,True,True,True
50,10,17,True,False,True,True
152,159,3,True,True,False,True
37,148,12,False,True,True,True
179,13,2,True,False,False,True
145,119,0,True,True,False,True
187,125,9,True,True,True,True
194,89,8,True,True,True,True
88,21,7,True,False,True,True
36,116,16,True,True,True,True
150,100,7,True,True,True,True
25,31,12,False,False,True,True
189,164,4,True,True,False,True
78,92,15,True,True,True,True
31,145,14,False,True,True,True
3,154,13,False,True,True,True
124,171,19,True,True,True,True
36,134,4,False,True,False,True
119,190,19,True,True,True,True
177,24,5,True,False,True,False
123,154,15,True,True,True,True
127,197,9,True,True,True,True
63,65,12,True,True,True,True
50,162,7,False,True,True,True
116,132,20,True,True,True,True
67,26,15,True,False,True,True
38,111,6,False,True,True,False
153,68,19,True,True,True,True
171,185,15,True,True,True,True
91,95,4,True,True,False,True
10,86,5,True,True,False,True
31,30,19,False,True,True,True
39,167,0,False,True,False,True
87,197,8,True,True,True,True
127,62,1,True,True,False,False
156,82,20,True,True,True,True
79,180,13,True,True,True,True
27,133,0,False,True,False,True
86,97,8,True,True,True,True
1,73,15,False,True,True,True
124,34,7,True,True,True,True
96,171,3,True,True,False,True
76,92,2,True,True,True,True
108,138,7,True,True,True,True
16,86,16,True,True,True,True
151,117,0,True,True,False,True
89,109,2,True,True,False,True
191,12,8,True,False,True,True
152,55,8,True,True,True,True
6,33,9,False,False,True,True
161,126,2,True,True,False,False
127,101,8,True,True,True,True
33,15,18,False,True,True,True
125,108,11,True,True,True,True
81,121,6,True,True,True,True
198,195,14,True,True,True,True
104,158,13,True,True,True,True
96,55,6,True,True,False,False
125,21,16,True,False,True,True
171,142,8,True,True,True,True
181,134,6,True,True,False,True
31,175,16,False,True,True,True
97,55,20,True,True,True,True
104,14,10,True,False,True,True
194,64,12,True,True,True,True
146,192,16,True,True,True,True
90,85,11,True,True,True,True
119,115,17,True,True,True,True
114,167,16,True,True,True,True
57,184,9,True,True,True,True
61,13,12,True,False,True,False
190,97,8,True,True,True,True
117,178,19,True,True,True,True
58,23,0,False,False,False,False
111,183,13,True,True,True,True
31,105,16,False,True,True,True
9,57,11,False,True,True,True
167,55,20,True,True,True,True
66,77,0,True,True,False,True
113,99,5,True,True,True,True
134,189,17,True,True,True,True
129,134,4,True,True,False,True
63,164,10,True,True,True,True
115,24,2,True,False,False,True
89,43,4,True,False,False,True
87,39,10,True,False,True,True
131,90,3,True,True,False,True
39,31,11,False,False,True,True
34,115,5,False,True,True,True
172,55,4,True,True,True,True
166,105,16,True,True,True,True
74,31,4,True,True,False,True
159,21,10,True,False,True,True
25,110,12,False,True,True,True
128,87,3,True,True,False,True
49,8,15,True,False,True,True
118,42,9,True,True,True,True
109,4,6,True,False,False,False
16,109,11,True,True,True,True
179,189,3,True,True,False,True
2,164,15,False,True,True,True
163,119,14,True,True,True,True
153,198,15,True,True,True,True
36,83,18,False,True,True,True
35,14,10,False,False,True,False
9,27,11,False,False,True,True
92,197,0,True,True,False,True
114,151,0,True,True,False,True
82,181,1,True,True,False,True
122,162,20,True,True,True,True
53,139,18,False,True,True,True
88,55,12,True,True,True,True
13,157,7,False,True,False,True
118,45,3,True,False,False,True
106,83,7,True,True,True,True
191,166,5,True,True,False,False
63,175,2,True,True,False,True
93,74,5,True,True,True,True
172,85,20,True,True,True,True
29,99,1,True,True,False,False
133,68,13,True,True,True,True
158,100,4,True,True,False,False
87,169,20,True,True,True,True
65,49,3,True,False,True,True
108,24,1,True,False,False,True
188,128,7,True,True,True,True
151,129,10,True,True,True,True
111,188,19,True,True,True,True
3,62,3,True,True,True,True
163,107,14,True,True,True,True
162,79,17,True,True,True,True
123,14,10,True,False,True,False
166,86,9,True,True,True,True
0,164,0,False,True,False,False
118,70,15,True,True,True,True
18,13,7,True,False,True,True
23,43,3,False,True,True,True
28,7,17,False,False,True,False
73,149,7,True,True,True,True
182,160,12,True,True,True,True
13,143,15,False,True,True,True
90,199,13,True,True,True,True
93,65,19,True,True,True,True
56,166,5,False,True,False,True
36,117,6,False,True,False,True
51,169,10,False,True,True,True
101,148,17,True,True,True,True
33,142,10,False,True,True,True
82,88,5,True,True,True,True
61,110,9,True,True,True,True
54,92,8,True,True,True,True
135,95,15,True,True,True,True
86,149,7,True,True,False,True
149,58,13,True,True,True,True
168,109,3,True,True,False,True
142,93,18,True,True,True,True
94,65,18,True,True,True,True
71,13,15,True,False,True,True
121,81,9,True,True,True,True
200,198,8,True,True,True,True
36,172,20,False,True,True,True
59,184,20,True,True,True,True
194,54,14,True,True,True,True
16,138,13,False,True,True,True
136,194,3,True,True,False,True
39,158,0,True,True,False,True
61,179,16,False,True,True,True
75,99,5,True,True,False,True
160,113,14,True,True,True,True
9,134,6,False,True,True,True
195,158,0,True,True,False,True
131,3,4,True,False,True,True
53,149,3,False,True,True,True
189,127,19,True,True,True,True
49,72,16,False,True,True,True
94,94,6,True,True,False,True
122,0,3,True,False,True,True
35,99,1,False,True,False,True
194,193,13,True,True,True,True
193,40,15,True,False,True,False
7,137,10,False,True,True,True
60,101,8,True,True,True,True
101,197,19,True,True,True,True
131,103,12,True,True,True,True
66,157,0,True,True,False,True
110,177,2,True,True,True,True
40,40,3,False,True,True,True
68,139,10,True,True,True,True
20,193,0,False,True,False,True
64,63,0,True,True,False,True
54,189,13,True,True,True,True
94,170,9,True,True,True,True
6,150,2,True,True,True,True
37,66,3,False,True,False,True
166,64,3,True,True,False,True
182,49,10,True,True,True,True
97,188,19,True,True,True,True
3,198,13,False,True,True,False
100,132,3,True,True,False,True
134,146,5,True,True,True,True
93,177,17,True,True,True,True
94,84,14,True,True,True,True
78,20,9,True,False,True,True
85,14,7,True,False,True,False
16,158,7,False,True,True,True
155,147,7,True,True,True,True
172,8,4,True,False,False,False
62,77,1,True,True,False,True
179,170,19,True,True,True,True
84,105,8,True,True,False,True
38,183,8,False,True,True,False
79,146,9,True,True,True,True
130,7,8,True,False,False,True
95,7,18,True,False,True,True
19,25,7,True,False,True,False
65,61,0,True,True,False,True
41,85,10,False,True,True,True
177,6,7,True,False,True,True
42,3,3,False,True,False,False
20,160,4,False,True,True,True
127,133,15,True,True,True,True
99,188,18,True,True,True,True
112,104,4,True,True,False,True
153,163,7,True,True,True,True
6,19,19,False,True,True,True
118,158,19,True,True,True,True
155,45,8,True,False,True,False
38,171,0,False,True,False,True
143,95,9,True,True,True,True
43,88,8,True,True,True,True
20,147,2,False,True,False,True
14,57,4,False,True,False,True
29,140,20,False,True,True,True
157,55,6,True,True,True,True
87,132,20,True,True,True,True
27,159,11,False,True,True,True
10,102,19,False,True,True,True
94,54,5,True,True,False,True
56,186,19,False,True,True,True
169,72,19,True,True,True,True
99,24,10,True,True,True,True
158,124,13,True,True,True,True
43,192,13,False,True,True,True
161,154,1,True,True,False,True
36,117,19,False,True,True,True
134,172,18,True,True,True,True
172,77,2,True,True,False,True
22,178,4,False,True,True,False
169,65,16,True,True,True,True
147,95,3,True,True,False,True
57,106,17,True,True,True,True
14,64,14,False,True,True,False
78,196,4,True,True,False,True
162,162,1,True,True,False,True
105,77,18,True,True,True,True
174,19,7,True,True,True,True
116,143,10,True,True,True,True
34,51,2,False,True,True,True
27,104,18,False,True,True,True
61,102,14,True,True,True,True
11,24,12,False,False,True,True
132,92,19,True,True,True,True
67,99,14,True,True,True,True
60,178,5,True,True,True,True
30,134,7,False,True,True,True
198,143,16,True,True,True,True
81,48,2,True,False,False,True
177,182,12,True,True,True,True
86,19,11,True,True,True,True
86,148,10,True,True,True,True
33,123,1,False,True,False,False
184,18,18,True,False,True,True
97,158,11,True,True,True,True
131,60,3,True,True,False,True
80,36,16,True,False,True,True
110,104,2,True,True,True,True
2,128,2,False,True,True,True
98,195,2,True,True,False,True
197,61,13,True,True,True,True
120,99,20,True,True,True,True
97,114,2,True,True,False,True
101,43,11,True,False,True,False
34,172,12,False,True,True,True
22,173,10,False,True,True,True
144,84,10,True,True,True,True
6,147,13,False,True,True,True
158,5,10,True,False,True,False
144,116,5,True,True,False,False
185,75,8,True,True,True,True
140,2,8,True,False,True,True
186,163,14,True,True,True,True
158,155,3,True,True,False,True
75,82,19,True,True,True,True
39,184,5,True,True,False,False
77,154,8,True,True,True,True
176,176,5,True,True,False,True
150,46,5,True,True,False,True
176,183,12,True,True,True,True
77,76,3,True,True,False,True
155,75,7,True,True,True,True
2,170,20,False,True,True,True
38,4,16,True,False,True,False
43,116,11,True,True,True,True
173,35,11,True,False,True,True
63,48,1,True,True,False,True
38,63,13,False,True,True,True
138,61,10,True,True,True,True
72,28,15,True,False,True,True
142,170,12,True,True,True,True
165,72,9,True,True,True,True
42,182,0,False,True,False,True
96,176,8,True,True,True,True
171,84,17,True,True,True,True
166,189,12,True,True,True,True
116,40,10,True,False,True,True
51,48,14,True,False,True,False
15,5,9,False,False,True,True
43,151,7,False,True,True,True
89,56,3,True,True,False,False
71,77,13,True,True,True,True
58,76,2,True,True,False,True
14,94,0,False,True,False,True
93,79,1,True,True,False,True
122,58,19,True,True,True,True
172,159,1,True,True,False,True
95,68,5,True,True,False,True
187,45,10,True,False,True,True
10,156,6,False,True,True,True
115,79,4,True,True,False,True
143,61,8,True,True,True,True
172,16,3,True,True,True,True
111,25,7,True,False,True,False
127,89,17,True,True,True,True
83,150,3,True,True,True,True
121,35,7,True,True,True,True
44,91,3,True,True,True,True
195,96,19,True,True,True,True
14,194,8,False,True,True,True
88,7,6,True,False,False,False
31,35,18,False,True,True,False
162,102,4,True,True,False,True
106,112,1,True,True,True,True
108,3,15,True,False,True,False
194,18,6,True,True,False,True
146,98,5,True,True,True,True
170,95,20,True,True,True,True
120,135,14,True,True,True,True
133,149,17,True,True,True,True
15,32,14,True,False,True,True
141,170,12,True,True,True,True
27,179,12,True,True,True,True
112,169,6,True,True,True,True
13,47,4,False,False,False,False
191,34,2,True,True,False,True
76,70,9,True,True,True,True
157,108,20,True,True,True,True
29,19,17,False,False,True,True
14,7,1,False,False,False,False
127,165,11,True,True,True,True
139,114,14,True,True,True,True
99,167,6,True,True,True,True
25,27,8,False,False,True,True
154,64,12,True,True,True,True
177,109,4,True,True,False,True
195,22,7,True,False,False,True
176,40,7,True,True,True,True
23,50,10,False,True,True,True
143,69,7,True,True,True,True
117,14,12,True,False,True,True
9,131,16,False,True,True,True
19,107,6,False,True,False,True
135,1,11,True,False,True,True
124,169,16,True,True,True,True
92,86,8,True,True,True,True
130,135,5,True,True,True,True
25,13,2,False,False,False,False
164,193,16,True,True,True,True
94,38,6,True,True,False,True
151,7,0,True,False,False,True
94,118,15,True,True,True,True
125,28,5,True,False,True,True
37,164,1,False,True,False,False
115,87,8,True,True,True,True
107,123,5,True,True,False,False
120,31,3,True,True,False,True
55,26,7,True,False,True,True
10,79,3,False,True,True,True
97,69,17,True,True,True,True
22,151,7,False,True,False,False
38,42,9,True,True,True,True
19,0,13,True,False,True,True
88,42,11,True,False,True,True
95,197,19,True,True,True,True
65,121,5,True,True,False,True
194,186,6,True,True,False,True
74,81,18,True,True,True,True
74,139,1,True,True,True,True
181,146,5,True,True,False,True
161,39,9,True,True,True,True
5,149,12,False,True,True,True
86,33,15,True,True,True,True
127,162,1,True,True,True,True
108,43,18,True,False,True,True
112,73,1,True,True,False,True
1,21,20,False,True,True,True
132,18,11,True,False,True,True
90,140,13,True,True,True,True
31,151,2,False,True,False,False
198,150,1,True,True,False,True
126,72,10,True,True,True,True
19,114,16,False,True,True,True
20,174,11,False,True,True,True
188,198,19,True,True,True,True
90,18,5,True,False,True,True
12,24,1,False,False,False,False
61,114,7,True,True,True,True
125,32,17,True,False,True,True
168,25,4,True,False,True,False
98,183,13,True,True,True,True
152,90,6,True,True,True,True
0,22,11,False,False,True,True
140,109,0,True,True,False,True
148,94,12,True,True,True,True
16,61,10,False,True,True,True
189,62,20,True,True,True,True
13,182,16,False,True,True,True
105,47,14,True,True,True,True
65,48,3,True,True,False,False
109,173,2,True,True,False,True
31,19,19,False,False,True,True
10,32,2,False,True,True,True
67,117,10,True,True,True,True
120,141,18,True,True,True,True
166,82,14,True,True,True,True
84,127,1,True,True,False,True
66,175,13,True,True,True,True
78,194,17,True,True,True,True
167,25,1,True,True,False,True
133,107,2,True,True,False,True
35,30,5,False,False,False,False
109,2,15,True,False,True,False
143,60,4,True,True,False,False
183,167,14,True,True,True,True
24,31,1,False,False,False,False
174,150,18,True,True,True,True
74,43,1,True,False,False,False
200,193,18,True,True,True,True
53,102,1,True,True,False,True
185,142,9,True,True,True,True
41,100,18,False,True,True,True
67,6,3,True,False,False,True
161,58,19,True,True,True,True
110,69,20,True,True,True,True
106,189,12,True,True,True,True
51,52,19,False,True,True,False
99,92,3,True,True,False,True
59,136,20,True,True,True,True
7,179,18,False,True,True,False
41,23,18,True,False,True,False
134,73,2,True,True,False,True
111,5,13,True,False,True,True
122,177,19,True,True,True,True
191,70,16,True,True,True,True
164,13,10,True,False,True,True
173,67,13,True,True,True,True
116,122,11,True,True,True,True
9,104,13,False,True,True,True
38,110,0,False,True,False,True
122,118,17,True,True,True,True
60,111,12,True,True,True,True
109,87,10,True,True,True,True
93,124,15,True,True,True,True
116,2,15,True,False,True,False
46,123,6,False,True,True,True
34,156,0,True,True,False,False
29,49,3,False,True,True,True
165,33,6,True,False,False,True
147,47,14,True,False,True,True
193,132,10,True,True,True,True
170,29,1,True,False,False,True
160,20,7,True,False,True,False
108,146,10,True,True,True,True
189,150,16,True,True,True,True
17,165,3,False,True,False,False
54,62,6,False,True,False,True
107,34,18,True,True,True,True
75,15,2,True,False,False,True
125,21,8,True,False,True,False
113,119,11,True,True,True,True
140,154,3,True,True,False,True
183,119,2,True,True,False,True
189,119,16,True,True,True,True
118,195,15,True,True,True,True
172,167,5,True,True,True,True
184,127,12,True,True,True,True
75,41,1,True,False,False,False
196,125,17,True,True,True,True
7,57,10,False,True,True,False
48,161,15,False,True,True,True
62,75,2,True,True,False,True
45,101,5,False,True,True,True
158,67,5,True,True,True,True
59,70,15,False,True,True,True
59,188,1,False,True,False,True
117,20,3,True,False,False,True
74,197,15,True,True,True,True
112,147,9,True,True,True,True
99,166,17,True,True,True,True
87,23,8,True,True,True,True
91,174,3,True,True,False,False
181,132,19,True,True,True,True
108,112,14,True,True,True,True
194,151,2,True,True,False,True
194,62,13,True,True,True,True
46,120,4,False,True,False,True
156,100,5,True,True,True,True
42,164,18,False,True,True,True
76,124,1,True,True,True,True
147,197,0,True,True,False,True
76,132,13,True,True,True,True
101,65,9,True,True,True,True
192,59,1,True,True,False,True
109,110,1,True,True,False,False
84,39,5,True,False,True,True
67,139,4,True,True,False,False
183,52,7,True,True,False,True
165,100,2,True,True,False,True
12,2,6,False,False,True,True
141,34,10,True,False,True,True
116,118,13,True,True,True,True
195,163,10,True,True,True,True
176,176,2,True,True,False,True
183,135,1,True,True,False,True
11,188,16,False,True,True,False
33,173,8,False,True,True,False
39,198,16,False,True,True,True
41,121,8,True,True,True,True
58,135,10,False,True,True,True
76,97,10,True,True,True,True
28,83,20,False,True,True,True
6,35,17,False,False,True,True
168,95,18,True,True,True,True
51,168,16,True,True,True,True
102,17,11,True,False,True,True
97,171,11,True,True,True,True
184,185,3,True,True,False,True
180,76,8,True,True,True,True
42,44,4,False,True,False,True
44,64,17,False,True,True,True
127,41,6,True,False,True,True
113,12,11,True,True,True,True
76,15,17,True,False,True,True
83,57,13,True,True,True,True
137,102,3,True,True,False,True
136,68,20,True,True,True,True
55,193,3,False,True,True,True
185,176,12,True,True,True,True
76,5,0,True,False,False,True
45,44,1,False,True,False,True
140,148,8,True,True,True,True
46,174,18,False,True,True,True
57,81,8,True,True,True,True
94,44,3,True,False,False,True
166,32,10,True,False,True,False
94,196,5,True,True,False,True
48,134,0,False,True,False,True
131,66,13,True,True,True,True
172,95,15,True,True,True,True
99,91,8,True,True,True,True
132,100,16,True,True,True,True
161,53,2,True,True,False,True
26,19,14,False,True,True,True
164,13,7,True,False,True,True
60,107,13,False,True,True,False
178,111,2,True,True,False,True
4,42,12,False,True,True,True
125,105,3,True,True,True,True
67,121,2,True,True,True,True
71,126,10,True,True,True,True
125,35,13,True,False,True,True
3,90,15,False,True,True,False
102,47,18,True,True,True,True
148,85,4,True,True,True,True
89,1,12,True,False,True,True
175,153,15,True,True,True,True
188,105,13,True,True,True,True
66,80,3,True,True,False,True
199,51,10,True,False,True,True
142,200,19,True,True,True,True
159,5,1,True,False,False,True
200,51,19,True,True,True,True
85,139,1,True,True,False,False
162,53,20,True,True,True,True
2,112,16,False,True,True,False
171,169,11,True,True,True,True
49,175,5,False,True,True,True
176,21,10,True,False,True,True
70,150,0,True,True,False,True
91,149,7,True,True,True,True
173,93,12,True,True,True,True
106,42,16,True,False,True,True
158,131,10,True,True,True,True
103,196,14,True,True,True,True
1,5,5,False,False,False,False
145,38,7,True,False,True,True
21,15,15,False,False,True,True
148,131,6,True,True,True,True
156,75,9,True,True,True,True
72,134,18,True,True,True,True
184,83,5,True,True,False,True
65,148,17,True,True,True,True
184,172,2,True,True,False,True
129,137,20,True,True,True,True
24,55,16,False,True,True,False
34,64,17,True,True,True,True
146,79,14,True,True,True,True
34,149,15,False,True,True,True
141,3,12,True,False,True,True
200,181,7,True,True,True,True
62,117,10,True,True,True,True
180,168,19,True,True,True,True
162,142,20,True,True,True,True
76,194,3,True,True,False,False
106,161,17,True,True,True,True
126,191,14,True,True,True,True
165,117,16,True,True,True,True
145,145,20,True,True,True,True
9,93,2,False,True,False,True
16,98,2,False,True,False,False
127,168,17,True,True,True,True
198,186,10,True,True,True,True
61,191,6,True,True,True,True
171,198,3,True,True,False,True
140,20,0,True,False,False,True
110,134,20,True,True,True,True
156,88,12,True,True,True,True
85,6,17,True,False,True,True
196,42,5,True,False,True,True
162,108,8,True,True,True,True
97,114,17,True,True,True,True
50,76,3,False,True,False,True
83,12,15,True,False,True,True
187,99,19,True,True,True,True
2,18,15,False,True,True,False
111,198,15,True,True,True,True
15,192,17,False,True,True,True
77,76,16,True,True,True,True
9,70,7,False,True,True,True
179,179,3,True,True,True,True
38,92,2,True,True,False,True
119,191,3,True,True,True,True
67,96,15,True,True,True,True
171,118,8,True,True,True,True
96,55,19,True,True,True,True
123,183,6,True,True,False,True
55,141,14,False,True,True,True
23,26,8,False,False,True,True
138,54,4,True,True,True,True
2,66,0,False,True,False,True
68,167,12,True,True,True,True
198,137,12,True,True,True,True
23,19,20,False,False,True,True
120,8,14,True,False,True,True
122,181,6,True,True,True,True
131,156,4,True,True,False,True
33,11,17,False,False,True,False
60,131,1,False,True,True,True
195,107,8,True,True,True,True
15,7,10,False,False,True,False
179,94,1,True,True,False,True
132,156,10,True,True,True,True
182,31,11,True,False,True,True
95,95,1,True,True,False,True
75,7,13,True,False,True,True
130,23,7,True,False,True,False
4,108,11,False,True,True,True
98,137,11,True,True,True,True
18,72,11,False,True,True,True
198,106,7,True,True,True,True
164,77,0,True,True,False,True
35,164,0,False,True,False,False
99,88,17,True,True,True,True
45,47,3,False,False,False,False
185,147,17,True,True,True,True
31,182,1,False,True,False,True
171,63,15,True,True,True,True
127,6,17,True,False,True,True
175,159,3,True,True,False,True
162,177,8,True,True,True,True
71,166,10,True,True,True,True
171,36,10,True,False,True,False
51,104,7,True,True,True,True
130,106,3,True,True,False,True
7,20,16,False,True,True,True
119,139,4,True,True,False,True
181,85,13,True,True,True,True
162,128,19,True,True,True,True
44,152,4,True,True,False,False
102,136,13,True,True,True,True
31,191,16,False,True,True,True
133,2,0,True,False,False,True
172,144,19,True,True,True,True
183,122,10,True,True,True,True
5,184,9,False,True,True,False
169,121,15,True,True,True,True
33,55,7,False,True,True,True
57,107,15,True,True,True,True
118,68,8,True,True,True,True
82,24,9,True,True,True,True
196,170,7,True,True,True,True
148,163,8,True,True,True,True
65,20,14,True,True,True,True
116,118,14,True,True,True,True
22,16,3,False,False,False,False
61,104,8,True,True,True,True
52,91,4,True,True,True,True
38,100,13,False,True,True,True
138,123,18,True,True,True,True
180,160,8,True,True,True,True
138,32,8,True,True,True,True
180,112,15,True,True,True,True
27,46,15,True,True,True,True
17,133,9,False,True,True,True
92,74,1,True,True,False,True
133,41,16,True,False,True,True
95,189,12,True,True,True,True
122,116,17,True,True,True,True
198,124,17,True,True,True,True
103,106,9,True,True,True,True
131,48,3,True,False,False,False
63,130,20,True,True,True,True
155,185,7,True,True,True,True
81,197,11,True,True,True,True
14,93,19,False,True,True,True
13,45,14,False,True,True,True
13,138,5,False,True,False,True
152,135,11,True,True,True,True
144,171,6,True,True,False,True
56,101,4,True,True,True,True
43,88,2,False,True,False,True
37,166,12,False,True,True,False
28,11,18,False,False,True,True
133,177,19,True,True,True,True
143,124,13,True,True,True,True
200,171,9,True,True,True,True
159,179,14,True,True,True,True
91,3,16,True,False,True,True
42,143,7,False,True,True,False
118,135,19,True,True,True,True
129,140,10,True,True,True,True
6,136,6,False,True,True,True
95,10,3,True,False,False,True
76,80,5,True,True,True,True
13,84,11,False,True,True,True
112,194,14,True,True,True,True
107,163,7,True,True,True,True
83,172,12,True,True,True,True
164,32,13,True,False,True,True
41,75,9,False,True,True,True
100,192,1,True,True,False,True
150,79,8,True,True,True,True
38,14,7,False,False,False,False
198,79,8,True,True,True,True
166,114,4,True,True,True,True
167,21,8,True,False,True,True
90,153,11,True,True,True,True
85,21,1,True,True,True,True
17,18,13,False,False,True,True
186,89,9,True,True,True,True
199,5,18,True,False,True,True
37,93,12,False,True,True,True
38,186,13,False,True,True,True
167,13,11,True,False,True,True
83,17,8,True,False,True,True
154,111,13,True,True,True,True
94,197,6,True,True,False,True
184,195,2,True,True,False,True
187,43,2,True,False,False,True
47,137,10,True,True,True,True
11,87,11,False,True,True,True
95,183,7,True,True,False,False
175,178,16,True,True,True,True
32,111,19,True,True,True,True
87,102,7,True,True,True,True
184,28,11,True,False,True,True
3,73,1,False,True,False,True
58,22,15,True,False,True,True
125,50,14,True,False,True,True
26,140,7,False,True,True,False
72,82,7,True,True,True,True
100,158,6,True,True,False,True
144,56,17,True,True,True,True
198,56,9,True,True,True,True
0,96,4,False,True,False,True
155,58,1,True,True,False,False
111,24,10,True,False,True,True
169,53,15,True,True,True,True
165,14,12,True,False,True,False
56,104,5,False,True,False,True
60,164,11,False,True,True,True
170,18,13,True,False,True,True
118,143,16,True,True,True,True
114,122,10,True,True,True,True
122,38,9,True,False,True,True
75,68,3,True,True,True,True
155,174,1,True,True,False,True
30,133,16,False,True,True,True
124,77,16,True,True,True,True
59,172,6,True,True,False,True
77,118,12,True,True,True,True
17,149,2,False,True,True,True
74,35,18,True,False,True,True
165,99,12,True,True,True,True
5,80,14,False,True,True,True
43,95,5,False,True,True,True
53,188,20,False,True,True,False
41,138,10,False,True,True,False
134,155,4,True,True,True,True
28,72,10,False,True,True,True
81,10,0,True,False,False,True
150,112,13,True,True,True,True
74,34,12,True,False,True,True
85,1,19,True,False,True,True
77,166,13,True,True,True,True
165,127,13,True,True,True,True
7,34,0,False,False,False,False
44,71,18,False,True,True,True
81,107,4,True,True,False,True
110,21,11,True,True,True,True
34,29,10,False,False,True,True
72,194,4,True,True,True,True
153,96,0,True,True,False,True
116,129,20,True,True,True,True
197,82,12,True,True,True,True
8,182,3,False,True,False,False
34,177,10,True,True,True,True
146,190,18,True,True,True,True
138,47,17,True,False,True,True
159,85,17,True,True,True,True
193,144,0,True,True,False,False
116,17,0,True,False,False,True
36,76,1,False,True,False,False
58,167,1,True,True,False,True
141,131,7,True,True,True,True
47,91,17,False,True,True,False
94,159,14,True,True,True,True
86,80,15,True,True,True,True
50,100,4,False,True,True,True
142,80,8,True,True,False,True
58,177,17,True,True,True,True
187,188,17,True,True,True,True
17,127,5,False,True,False,False
126,4,9,True,False,True,True
112,108,2,True,True,False,True
195,120,7,True,True,False,True
75,176,14,True,True,True,True
79,119,2,True,True,False,True
148,161,6,True,True,True,True
11,116,4,False,True,False,True
183,64,19,True,True,True,True
41,86,20,True,True,True,True
130,48,10,True,False,True,False
5,196,18,False,True,True,True
165,117,12,True,True,True,True
36,67,12,True,True,True,True
33,141,6,False,True,False,True
47,93,13,False,True,True,False
195,30,5,True,False,False,True
30,16,16,False,True,True,True
134,198,17,True,True,True,True
158,70,1,True,True,False,True
38,2,9,True,False,True,True
136,141,18,True,True,True,True
10,127,10,False,True,True,True
123,50,2,True,False,False,True
85,75,19,True,True,True,True
41,7,5,True,False,False,True
35,196,11,True,True,True,True
55,7,7,True,False,True,True
96,88,4,True,True,False,True
46,79,13,False,True,True,True
124,100,3,True,True,False,True
94,135,1,True,True,False,True
130,141,12,True,True,True,True
72,112,19,True,True,True,True
71,29,17,True,True,True,True
131,1,15,True,False,True,True
20,160,7,False,True,True,False
86,65,2,True,True,False,True
156,94,6,True,True,True,True
53,193,2,True,True,False,True
106,86,8,True,True,True,True
85,17,20,True,True,True,True
115,91,14,True,True,True,True
180,42,4,True,True,False,False
1,170,5,False,True,True,True
120,66,13,True,True,True,True
52,12,7,False,False,True,True
156,76,18,True,True,True,True
193,185,7,True,True,True,True
1,25,14,False,False,True,True
130,124,13,True,True,True,True
64,185,11,True,True,True,True
74,0,14,True,False,True,True
121,178,0,True,True,False,True
161,63,8,True,True,True,True
47,62,1,True,True,False,True
44,142,0,True,True,False,True
108,77,2,True,True,True,True
121,154,15,True,True,True,True
66,157,10,True,True,True,True
164,8,14,True,True,True,True
9,54,8,False,True,True,True
93,68,11,True,True,True,True
78,116,10,True,True,True,True
41,60,18,False,True,True,True
119,131,11,True,True,True,True
45,71,18,True,True,True,True
120,196,6,True,True,True,True
25,114,20,False,True,True,True
15,71,9,False,True,True,False
198,120,0,True,True,False,True
124,72,16,True,True,True,True
173,126,4,True,True,True,True
102,78,8,True,True,True,True
101,34,18,True,True,True,True
111,91,18,True,True,True,True
42,92,4,False,True,False,True
123,112,19,True,True,True,True
142,21,13,True,False,True,True
166,41,12,True,False,True,False
139,57,14,True,True,True,True
105,173,20,True,True,True,True
148,8,1,True,False,False,False
94,76,17,True,True,True,True
8,157,5,False,True,True,True
63,90,1,True,True,False,False
99,27,4,True,False,False,False
2,70,1,False,True,False,False
13,56,10,False,True,True,True
114,52,8,True,True,True,True
111,29,17,True,False,True,False
139,184,6,True,True,False,True
47,64,9,False,True,True,True
174,129,14,True,True,True,True
128,137,14,True,True,True,True
199,39,3,True,True,True,True
66,69,14,True,True,True,True
65,45,15,True,False,True,True
166,81,16,True,True,True,True
118,191,13,True,True,True,True
36,87,20,False,True,True,True
116,127,4,True,True,True,True
110,107,7,True,True,True,True
148,173,20,True,True,True,True
19,63,9,False,True,True,True
32,48,5,False,False,False,False
55,60,13,True,True,True,True
70,74,7,True,True,True,True
143,158,8,True,True,True,True
71,120,3,True,True,False,True
35,84,3,False,True,False,True
177,120,14,True,True,True,True
55,25,8,False,False,True,True
0,184,5,False,True,True,True
169,105,12,True,True,True,True
159,85,20,True,True,True,True
43,53,4,False,True,True,True
10,186,11,False,True,True,True
92,140,19,True,True,True,True
92,58,6,True,True,True,True
75,180,4,True,True,False,True
192,112,12,True,True,True,True
